"filename", "language", "Ignore", "TypeScript", "JSON", "JSON with Comments", "YAML", "Markdown", "Shell Script", "Docker", "TypeScript JSX", "PostCSS", "HTML", "PowerShell", "JavaScript", "MS SQL", "Rust", "WebAssembly Text Format", "XML", "comment", "blank", "total"
"c:\Users\chris\Desktop\sandbox\docs\ga-blockers-v0.5.md", "Markdown", 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 51
"c:\Users\chris\Desktop\sandbox\docs\hosted-runner-isolation.md", "Markdown", 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 52
"c:\Users\chris\Desktop\sandbox\docs\incident-response-v0.5.md", "Markdown", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 26
"c:\Users\chris\Desktop\sandbox\docs\known-limitations-v0.3.md", "Markdown", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20
"c:\Users\chris\Desktop\sandbox\docs\managed-browser-threat-model.md", "Markdown", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12
"c:\Users\chris\Desktop\sandbox\docs\marketplace-review.md", "Markdown", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 31
"c:\Users\chris\Desktop\sandbox\docs\migration-v0.2-to-v0.3.md", "Markdown", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 25
"c:\Users\chris\Desktop\sandbox\docs\operations-v0.3.md", "Markdown", 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 60
"c:\Users\chris\Desktop\sandbox\docs\plugin-sandbox.md", "Markdown", 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 57
"c:\Users\chris\Desktop\sandbox\docs\plugin-sdk.md", "Markdown", 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 185
"c:\Users\chris\Desktop\sandbox\docs\plugin-threat-model.md", "Markdown", 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 60
"c:\Users\chris\Desktop\sandbox\docs\privacy-and-retention-v0.5.md", "Markdown", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 22
"c:\Users\chris\Desktop\sandbox\docs\product-commerce-v0.6.md", "Markdown", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 36
"c:\Users\chris\Desktop\sandbox\docs\release-integrity-v0.5.md", "Markdown", 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 70
"c:\Users\chris\Desktop\sandbox\docs\reliability-v0.5.md", "Markdown", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14
"c:\Users\chris\Desktop\sandbox\docs\runner-pools.md", "Markdown", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14
"c:\Users\chris\Desktop\sandbox\docs\runner-protocol.md", "Markdown", 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 57
"c:\Users\chris\Desktop\sandbox\docs\scheduler-and-event-queue.md", "Markdown", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12
"c:\Users\chris\Desktop\sandbox\docs\security-review-v0.3.md", "Markdown", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 28
"c:\Users\chris\Desktop\sandbox\docs\self-hosted-runner.md", "Markdown", 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 59
"c:\Users\chris\Desktop\sandbox\docs\service-accounts-and-tokens.md", "Markdown", 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 101
"c:\Users\chris\Desktop\sandbox\docs\stage-five-audit.md", "Markdown", 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 68
"c:\Users\chris\Desktop\sandbox\docs\stage-four-audit.md", "Markdown", 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 69
"c:\Users\chris\Desktop\sandbox\docs\stage-three-audit.md", "Markdown", 0, 0, 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 193
"c:\Users\chris\Desktop\sandbox\docs\stage-two-audit.md", "Markdown", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 33
"c:\Users\chris\Desktop\sandbox\docs\support-access-v0.5.md", "Markdown", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 20
"c:\Users\chris\Desktop\sandbox\docs\support-matrix-v0.5.md", "Markdown", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 34
"c:\Users\chris\Desktop\sandbox\docs\sync-and-conflicts.md", "Markdown", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 17
"c:\Users\chris\Desktop\sandbox\docs\team-permissions.md", "Markdown", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 33
"c:\Users\chris\Desktop\sandbox\docs\threat-model-v0.4.md", "Markdown", 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 43
"c:\Users\chris\Desktop\sandbox\docs\usage-metering-v0.5.md", "Markdown", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 22
"c:\Users\chris\Desktop\sandbox\docs\v0.6-launch-readiness.md", "Markdown", 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 117
"c:\Users\chris\Desktop\sandbox\docs\v0.6-public-architecture.md", "Markdown", 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 54
"c:\Users\chris\Desktop\sandbox\docs\v0.7-beta-readiness.md", "Markdown", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 46
"c:\Users\chris\Desktop\sandbox\examples\plugins\internal-approval\assets\icon.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2
"c:\Users\chris\Desktop\sandbox\examples\plugins\internal-approval\components\main.wasm", "WebAssembly Text Format", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1617, 0, 0, 17, 1634
"c:\Users\chris\Desktop\sandbox\examples\plugins\internal-approval\docs\request-approval.md", "Markdown", 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\chris\Desktop\sandbox\examples\plugins\internal-approval\guest\src\lib.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 8, 73
"c:\Users\chris\Desktop\sandbox\examples\plugins\internal-approval\manifest.json", "JSON", 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 81
"c:\Users\chris\Desktop\sandbox\examples\plugins\internal-approval\package.json", "JSON", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\chris\Desktop\sandbox\examples\plugins\weather-data\assets\icon.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2
"c:\Users\chris\Desktop\sandbox\examples\plugins\weather-data\components\main.wasm", "WebAssembly Text Format", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2522, 0, 0, 48, 2570
"c:\Users\chris\Desktop\sandbox\examples\plugins\weather-data\docs\current-weather.md", "Markdown", 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\chris\Desktop\sandbox\examples\plugins\weather-data\guest\src\lib.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 6, 66
"c:\Users\chris\Desktop\sandbox\examples\plugins\weather-data\manifest.json", "JSON", 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 46
"c:\Users\chris\Desktop\sandbox\examples\plugins\weather-data\package.json", "JSON", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\chris\Desktop\sandbox\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 1, 26
"c:\Users\chris\Desktop\sandbox\package-lock.json", "JSON", 0, 0, 9391, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9392
"c:\Users\chris\Desktop\sandbox\package.json", "JSON", 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 75
"c:\Users\chris\Desktop\sandbox\packages\api-client\README.md", "Markdown", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 28
"c:\Users\chris\Desktop\sandbox\packages\api-client\package.json", "JSON", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 33
"c:\Users\chris\Desktop\sandbox\packages\api-client\src\index.test.ts", "TypeScript", 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 82
"c:\Users\chris\Desktop\sandbox\packages\api-client\src\index.ts", "TypeScript", 0, 398, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 471
"c:\Users\chris\Desktop\sandbox\packages\api-client\tsconfig.json", "JSON with Comments", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18
"c:\Users\chris\Desktop\sandbox\packages\api-client\vitest.config.ts", "TypeScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Users\chris\Desktop\sandbox\packages\brand\package.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\Users\chris\Desktop\sandbox\packages\brand\src\index.ts", "TypeScript", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 28
"c:\Users\chris\Desktop\sandbox\packages\content\package.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\Users\chris\Desktop\sandbox\packages\content\src\index.test.ts", "TypeScript", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 53
"c:\Users\chris\Desktop\sandbox\packages\content\src\index.ts", "TypeScript", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 69
"c:\Users\chris\Desktop\sandbox\packages\contracts\package.json", "JSON", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\chris\Desktop\sandbox\packages\contracts\src\index.test.ts", "TypeScript", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 38
"c:\Users\chris\Desktop\sandbox\packages\contracts\src\index.ts", "TypeScript", 0, 547, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 600
"c:\Users\chris\Desktop\sandbox\packages\contracts\tsconfig.json", "JSON with Comments", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"c:\Users\chris\Desktop\sandbox\packages\contracts\vitest.config.ts", "TypeScript", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\chris\Desktop\sandbox\packages\plugin-sdk\package.json", "JSON", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 39
"c:\Users\chris\Desktop\sandbox\packages\plugin-sdk\src\cli.ts", "TypeScript", 0, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 140
"c:\Users\chris\Desktop\sandbox\packages\plugin-sdk\src\docs.ts", "TypeScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\chris\Desktop\sandbox\packages\plugin-sdk\src\index.ts", "TypeScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"c:\Users\chris\Desktop\sandbox\packages\plugin-sdk\src\mock-host.ts", "TypeScript", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 29
"c:\Users\chris\Desktop\sandbox\packages\plugin-sdk\src\package.ts", "TypeScript", 0, 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 166
"c:\Users\chris\Desktop\sandbox\packages\plugin-sdk\src\scaffold.ts", "TypeScript", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 60
"c:\Users\chris\Desktop\sandbox\packages\plugin-sdk\src\schema.ts", "TypeScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\chris\Desktop\sandbox\packages\plugin-sdk\src\sdk.test.ts", "TypeScript", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 60
"c:\Users\chris\Desktop\sandbox\packages\plugin-sdk\src\types.ts", "TypeScript", 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 91
"c:\Users\chris\Desktop\sandbox\packages\plugin-sdk\src\validation.ts", "TypeScript", 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 82
"c:\Users\chris\Desktop\sandbox\packages\plugin-sdk\tsconfig.json", "JSON with Comments", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"c:\Users\chris\Desktop\sandbox\packages\plugin-sdk\vitest.config.ts", "TypeScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Users\chris\Desktop\sandbox\packages\ui\package.json", "JSON", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"c:\Users\chris\Desktop\sandbox\packages\ui\src\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"c:\Users\chris\Desktop\sandbox\scripts\generate-node-reference.ts", "TypeScript", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19
"c:\Users\chris\Desktop\sandbox\scripts\generate-release-manifest.mjs", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 8, 74
"c:\Users\chris\Desktop\sandbox\scripts\prepare-browser-runtime.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 1, 18
"c:\Users\chris\Desktop\sandbox\services\browser-worker\Dockerfile", "Docker", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 27
"c:\Users\chris\Desktop\sandbox\services\browser-worker\package.json", "JSON", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20
"c:\Users\chris\Desktop\sandbox\services\browser-worker\src\main.ts", "TypeScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"c:\Users\chris\Desktop\sandbox\services\browser-worker\src\network-policy.ts", "TypeScript", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 33
"c:\Users\chris\Desktop\sandbox\services\browser-worker\src\profiles.ts", "TypeScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\chris\Desktop\sandbox\services\browser-worker\src\security.test.ts", "TypeScript", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\chris\Desktop\sandbox\services\browser-worker\src\usage.test.ts", "TypeScript", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20
"c:\Users\chris\Desktop\sandbox\services\browser-worker\src\usage.ts", "TypeScript", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 35
"c:\Users\chris\Desktop\sandbox\services\browser-worker\src\worker.integration.test.ts", "TypeScript", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18
"c:\Users\chris\Desktop\sandbox\services\browser-worker\src\worker.ts", "TypeScript", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 51
"c:\Users\chris\Desktop\sandbox\services\browser-worker\tsconfig.json", "JSON with Comments", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\chris\Desktop\sandbox\services\browser-worker\vitest.config.ts", "TypeScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Users\chris\Desktop\sandbox\services\control-plane\db\migrations\001_control_plane.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 536, 0, 0, 0, 0, 44, 580
"c:\Users\chris\Desktop\sandbox\services\control-plane\db\migrations\002_sync_encryption_contract.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 3, 18
"c:\Users\chris\Desktop\sandbox\services\control-plane\db\migrations\003_publisher_identity.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 3, 21
"c:\Users\chris\Desktop\sandbox\services\control-plane\db\migrations\004_runner_pairing_metadata.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 2, 7
"c:\Users\chris\Desktop\sandbox\services\control-plane\db\migrations\005_workflow_approval_votes.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 2, 12
"c:\Users\chris\Desktop\sandbox\services\control-plane\db\migrations\006_runner_device_requests.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 2, 10
"c:\Users\chris\Desktop\sandbox\services\control-plane\db\migrations\007_shared_connection_deployments.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 2, 13
"c:\Users\chris\Desktop\sandbox\services\control-plane\db\migrations\008_billing_events.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 4, 23
"c:\Users\chris\Desktop\sandbox\services\control-plane\db\migrations\009_webhook_relay_security.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 3, 10
"c:\Users\chris\Desktop\sandbox\services\control-plane\db\migrations\010_marketplace_review_reports.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 3, 14
"c:\Users\chris\Desktop\sandbox\services\control-plane\db\migrations\011_workspace_tenant_policies.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 3, 26
"c:\Users\chris\Desktop\sandbox\services\control-plane\db\migrations\012_durable_executions.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 156, 0, 0, 0, 0, 8, 164
"c:\Users\chris\Desktop\sandbox\services\control-plane\db\migrations\013_workflow_deployments.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 0, 0, 0, 0, 8, 139
"c:\Users\chris\Desktop\sandbox\services\control-plane\db\migrations\014_scheduler_and_event_queue.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 6, 110
"c:\Users\chris\Desktop\sandbox\services\control-plane\db\migrations\015_cloud_browser_profiles.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 3, 44
"c:\Users\chris\Desktop\sandbox\services\control-plane\db\migrations\016_runner_pools.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 4, 41
"c:\Users\chris\Desktop\sandbox\services\control-plane\db\migrations\017_usage_metering.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 7, 61
"c:\Users\chris\Desktop\sandbox\services\control-plane\db\migrations\018_service_accounts_and_tokens.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 0, 9, 115
"c:\Users\chris\Desktop\sandbox\services\control-plane\db\migrations\019_api_contract.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 1, 16
"c:\Users\chris\Desktop\sandbox\services\control-plane\db\migrations\020_runner_authorization_context.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 3, 10
"c:\Users\chris\Desktop\sandbox\services\control-plane\db\migrations\021_organisation_service_accounts.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 4, 49
"c:\Users\chris\Desktop\sandbox\services\control-plane\db\migrations\022_credential_expiry_notifications.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 3, 29
"c:\Users\chris\Desktop\sandbox\services\control-plane\db\migrations\023_service_account_client_assertions.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 6, 59
"c:\Users\chris\Desktop\sandbox\services\control-plane\db\migrations\024_service_account_access_reviews.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 4, 58
"c:\Users\chris\Desktop\sandbox\services\control-plane\db\migrations\025_operational_incidents.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 4, 62
"c:\Users\chris\Desktop\sandbox\services\control-plane\db\migrations\026_support_access.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 4, 56
"c:\Users\chris\Desktop\sandbox\services\control-plane\db\migrations\027_privacy_controls.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 7, 86
"c:\Users\chris\Desktop\sandbox\services\control-plane\db\migrations\028_product_commerce.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 8, 96
"c:\Users\chris\Desktop\sandbox\services\control-plane\db\migrations\029_enterprise_identity.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 5, 56
"c:\Users\chris\Desktop\sandbox\services\control-plane\package.json", "JSON", 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 40
"c:\Users\chris\Desktop\sandbox\services\control-plane\scripts\generate-openapi.ts", "TypeScript", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 33
"c:\Users\chris\Desktop\sandbox\services\control-plane\scripts\incident.ts", "TypeScript", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 37
"c:\Users\chris\Desktop\sandbox\services\control-plane\scripts\sync-product-plans.ts", "TypeScript", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 30
"c:\Users\chris\Desktop\sandbox\services\control-plane\src\access_reviews.test.ts", "TypeScript", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 29
"c:\Users\chris\Desktop\sandbox\services\control-plane\src\access_reviews.ts", "TypeScript", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 58
"c:\Users\chris\Desktop\sandbox\services\control-plane\src\api_client_compatibility.test.ts", "TypeScript", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 55
"c:\Users\chris\Desktop\sandbox\services\control-plane\src\api_contract.integration.test.ts", "TypeScript", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 28
